stage_ft,Q_cfs,site_no,type
28.71,699556.73,07374000,model
28.72,699873.69,07374000,model
28.73,700190.69,07374000,model
28.74,700507.74,07374000,model
28.75,700824.83,07374000,model
28.76,701141.96,07374000,model
28.77,701459.14,07374000,model
28.78,701776.36,07374000,model
28.79,702093.63,07374000,model
28.8,702410.94,07374000,model
28.81,702728.29,07374000,model
28.82,703045.69,07374000,model
28.83,703363.13,07374000,model
28.84,703680.61,07374000,model
28.85,703998.14,07374000,model
28.86,704315.71,07374000,model
28.87,704633.32,07374000,model
28.88,704950.98,07374000,model
28.89,705268.68,07374000,model
28.9,705586.43,07374000,model
28.91,705904.21,07374000,model
28.92,706222.04,07374000,model
28.93,706539.92,07374000,model
28.94,706857.84,07374000,model
28.95,707175.8,07374000,model
28.96,707532.19,07374000,model
28.97,707888.64,07374000,model
28.98,708245.16,07374000,model
28.99,708601.76,07374000,model
29,708958.41,07374000,model
29.01,709315.14,07374000,model
29.02,709671.94,07374000,model
29.03,710028.8,07374000,model
29.04,710385.73,07374000,model
29.05,710742.73,07374000,model
29.06,711099.8,07374000,model
29.07,711456.93,07374000,model
29.08,711814.13,07374000,model
29.09,712171.4,07374000,model
29.1,712528.74,07374000,model
29.11,712886.15,07374000,model
29.12,713243.62,07374000,model
29.13,713601.17,07374000,model
29.14,713958.78,07374000,model
29.15,714316.45,07374000,model
29.16,714674.2,07374000,model
29.17,715032.01,07374000,model
29.18,715389.89,07374000,model
29.19,715747.84,07374000,model
29.2,716105.86,07374000,model
29.21,716463.95,07374000,model
29.22,716822.1,07374000,model
29.23,717180.32,07374000,model
29.24,717538.61,07374000,model
29.25,717896.96,07374000,model
29.26,718255.39,07374000,model
29.27,718613.88,07374000,model
29.28,718972.44,07374000,model
29.29,719331.07,07374000,model
29.3,719689.76,07374000,model
29.31,720048.53,07374000,model
29.32,720407.36,07374000,model
29.33,720766.25,07374000,model
29.34,721125.22,07374000,model
29.35,721484.25,07374000,model
29.36,721843.36,07374000,model
29.37,722202.52,07374000,model
29.38,722561.76,07374000,model
29.39,722921.07,07374000,model
29.4,723280.44,07374000,model
29.41,723639.88,07374000,model
29.42,723999.39,07374000,model
29.43,724358.96,07374000,model
29.44,724718.6,07374000,model
29.45,725078.31,07374000,model
29.46,725438.09,07374000,model
29.47,725797.94,07374000,model
29.48,726157.85,07374000,model
29.49,726517.83,07374000,model
29.5,726877.88,07374000,model
29.51,727238,07374000,model
29.52,727598.18,07374000,model
29.53,727958.43,07374000,model
29.54,728318.75,07374000,model
29.55,728679.14,07374000,model
29.56,729039.59,07374000,model
29.57,729400.11,07374000,model
29.58,729760.7,07374000,model
29.59,730121.36,07374000,model
29.6,730482.08,07374000,model
29.61,730842.87,07374000,model
29.62,731203.73,07374000,model
29.63,731564.66,07374000,model
29.64,731925.65,07374000,model
29.65,732286.71,07374000,model
29.66,732647.84,07374000,model
29.67,733009.04,07374000,model
29.68,733370.3,07374000,model
29.69,733731.64,07374000,model
29.7,734093.03,07374000,model
29.71,734454.5,07374000,model
29.72,734842.68,07374000,model
29.73,735230.95,07374000,model
29.74,735619.31,07374000,model
29.75,736007.75,07374000,model
29.76,736396.28,07374000,model
29.77,736784.89,07374000,model
29.78,737173.6,07374000,model
29.79,737562.38,07374000,model
29.8,737951.26,07374000,model
29.81,738340.22,07374000,model
29.82,738729.27,07374000,model
29.83,739118.4,07374000,model
29.84,739507.62,07374000,model
29.85,739896.92,07374000,model
29.86,740286.32,07374000,model
29.87,740675.8,07374000,model
29.88,741065.36,07374000,model
29.89,741455.01,07374000,model
29.9,741844.75,07374000,model
29.91,742234.57,07374000,model
29.92,742624.49,07374000,model
29.93,743014.48,07374000,model
29.94,743404.57,07374000,model
29.95,743794.73,07374000,model
29.96,744184.99,07374000,model
29.97,744575.33,07374000,model
29.98,744965.76,07374000,model
29.99,745356.28,07374000,model
30,745746.88,07374000,model
30.01,746137.56,07374000,model
30.02,746528.34,07374000,model
30.03,746919.2,07374000,model
30.04,747310.14,07374000,model
30.05,747701.17,07374000,model
30.06,748092.29,07374000,model
30.07,748483.5,07374000,model
30.08,748874.79,07374000,model
30.09,749266.16,07374000,model
30.1,749657.63,07374000,model
30.11,750049.18,07374000,model
30.12,750440.81,07374000,model
30.13,750832.53,07374000,model
30.14,751224.34,07374000,model
30.15,751616.24,07374000,model
30.16,752008.22,07374000,model
30.17,752400.28,07374000,model
30.18,752792.43,07374000,model
30.19,753184.67,07374000,model
30.2,753577,07374000,model
30.21,753969.41,07374000,model
30.22,754361.9,07374000,model
30.23,754754.49,07374000,model
30.24,755147.16,07374000,model
30.25,755539.91,07374000,model
30.26,755932.75,07374000,model
30.27,756325.68,07374000,model
30.28,756718.69,07374000,model
30.29,757111.79,07374000,model
30.3,757504.98,07374000,model
30.31,757898.25,07374000,model
30.32,758291.61,07374000,model
30.33,758685.05,07374000,model
30.34,759078.58,07374000,model
30.35,759472.2,07374000,model
30.36,759865.9,07374000,model
30.37,760259.68,07374000,model
30.38,760653.56,07374000,model
30.39,761047.52,07374000,model
30.4,761441.56,07374000,model
30.41,761835.69,07374000,model
30.42,762229.91,07374000,model
30.43,762624.21,07374000,model
30.44,763018.6,07374000,model
30.45,763413.08,07374000,model
30.46,763807.64,07374000,model
30.47,764202.29,07374000,model
30.48,764597.02,07374000,model
30.49,764991.84,07374000,model
30.5,765386.74,07374000,model
30.51,765781.74,07374000,model
30.52,766176.81,07374000,model
30.53,766571.97,07374000,model
30.54,766967.22,07374000,model
30.55,767362.56,07374000,model
30.56,767757.98,07374000,model
30.57,768153.48,07374000,model
30.58,768549.08,07374000,model
30.59,768944.75,07374000,model
30.6,769340.52,07374000,model
30.61,769736.37,07374000,model
30.62,770132.3,07374000,model
30.63,770528.32,07374000,model
30.64,770924.43,07374000,model
30.65,771320.62,07374000,model
30.66,771716.9,07374000,model
30.67,772113.27,07374000,model
30.68,772509.72,07374000,model
30.69,772906.25,07374000,model
30.7,773302.87,07374000,model
30.71,773699.58,07374000,model
30.72,774096.37,07374000,model
30.73,774493.25,07374000,model
30.74,774890.22,07374000,model
30.75,775287.27,07374000,model
30.76,775684.4,07374000,model
30.77,776081.63,07374000,model
30.78,776478.93,07374000,model
30.79,776876.33,07374000,model
30.8,777273.81,07374000,model
30.81,777671.37,07374000,model
30.82,778069.02,07374000,model
30.83,778466.76,07374000,model
30.84,778864.58,07374000,model
30.85,779262.49,07374000,model
30.86,779660.48,07374000,model
30.87,780058.56,07374000,model
30.88,780456.72,07374000,model
30.89,780854.97,07374000,model
30.9,781253.31,07374000,model
30.91,781651.73,07374000,model
30.92,782050.23,07374000,model
30.93,782448.83,07374000,model
30.94,782847.51,07374000,model
30.95,783246.27,07374000,model
30.96,783645.12,07374000,model
30.97,784044.05,07374000,model
30.98,784443.07,07374000,model
30.99,784842.18,07374000,model
31,785241.37,07374000,model
31.01,785640.65,07374000,model
31.02,786040.01,07374000,model
31.03,786439.46,07374000,model
31.04,786838.99,07374000,model
31.05,787238.61,07374000,model
31.06,787638.32,07374000,model
31.07,788038.11,07374000,model
31.08,788437.98,07374000,model
31.09,788837.94,07374000,model
31.1,789237.99,07374000,model
31.11,789638.12,07374000,model
31.12,790038.34,07374000,model
31.13,790438.64,07374000,model
31.14,790839.03,07374000,model
31.15,791239.51,07374000,model
31.16,791640.07,07374000,model
31.17,792040.71,07374000,model
31.18,792441.44,07374000,model
31.19,792842.26,07374000,model
31.2,793243.16,07374000,model
31.21,793644.15,07374000,model
31.22,794045.22,07374000,model
31.23,794446.38,07374000,model
31.24,794847.62,07374000,model
31.25,795248.95,07374000,model
31.26,795650.36,07374000,model
31.27,796051.86,07374000,model
31.28,796453.45,07374000,model
31.29,796855.12,07374000,model
31.3,797256.87,07374000,model
31.31,797658.71,07374000,model
31.32,798060.64,07374000,model
31.33,798462.65,07374000,model
31.34,798864.75,07374000,model
31.35,799266.93,07374000,model
31.36,799669.2,07374000,model
31.37,800071.55,07374000,model
31.38,800473.99,07374000,model
31.39,800876.51,07374000,model
31.4,801279.12,07374000,model
31.41,801681.81,07374000,model
31.42,802084.59,07374000,model
31.43,802487.45,07374000,model
31.44,802890.4,07374000,model
31.45,803293.44,07374000,model
31.46,803696.56,07374000,model
31.47,804099.77,07374000,model
31.48,804503.06,07374000,model
31.49,804906.43,07374000,model
31.5,805309.89,07374000,model
31.51,805713.44,07374000,model
31.52,806117.07,07374000,model
31.53,806520.79,07374000,model
31.54,806924.59,07374000,model
31.55,807328.48,07374000,model
31.56,807732.45,07374000,model
31.57,808136.51,07374000,model
31.58,808540.65,07374000,model
31.59,808944.88,07374000,model
31.6,809349.19,07374000,model
31.61,809753.59,07374000,model
31.62,810158.07,07374000,model
31.63,810562.64,07374000,model
31.64,810967.29,07374000,model
31.65,811372.03,07374000,model
31.66,811776.86,07374000,model
31.67,812181.77,07374000,model
31.68,812586.76,07374000,model
31.69,812991.84,07374000,model
31.7,813397,07374000,model
31.71,813802.25,07374000,model
31.72,814207.59,07374000,model
31.73,814613.01,07374000,model
31.74,815018.51,07374000,model
31.75,815424.1,07374000,model
31.76,815829.77,07374000,model
31.77,816235.53,07374000,model
31.78,816641.38,07374000,model
31.79,817047.31,07374000,model
31.8,817453.32,07374000,model
31.81,817859.42,07374000,model
31.82,818265.61,07374000,model
31.83,818671.88,07374000,model
31.84,819078.23,07374000,model
31.85,819484.67,07374000,model
31.86,819891.2,07374000,model
31.87,820297.81,07374000,model
31.88,820704.5,07374000,model
31.89,821111.28,07374000,model
31.9,821518.15,07374000,model
31.91,821925.1,07374000,model
31.92,822332.13,07374000,model
31.93,822739.25,07374000,model
31.94,823146.45,07374000,model
31.95,823553.74,07374000,model
31.96,823961.12,07374000,model
31.97,824368.58,07374000,model
31.98,824776.12,07374000,model
31.99,825183.75,07374000,model
32,825591.46,07374000,model
32.01,825999.26,07374000,model
32.02,826407.15,07374000,model
32.03,826815.12,07374000,model
32.04,827223.17,07374000,model
32.05,827631.31,07374000,model
32.06,828039.53,07374000,model
32.07,828447.84,07374000,model
32.08,828856.23,07374000,model
32.09,829264.71,07374000,model
32.1,829673.27,07374000,model
32.11,830081.92,07374000,model
32.12,830490.65,07374000,model
32.13,830899.47,07374000,model
32.14,831308.37,07374000,model
32.15,831717.36,07374000,model
32.16,832126.43,07374000,model
32.17,832535.58,07374000,model
32.18,832944.83,07374000,model
32.19,833354.15,07374000,model
32.2,833763.56,07374000,model
32.21,834173.06,07374000,model
32.22,834582.64,07374000,model
32.23,834992.3,07374000,model
32.24,835402.05,07374000,model
32.25,835811.88,07374000,model
32.26,836221.8,07374000,model
32.27,836631.81,07374000,model
32.28,837041.9,07374000,model
32.29,837452.07,07374000,model
32.3,837862.33,07374000,model
32.31,838272.67,07374000,model
32.32,838683.1,07374000,model
32.33,839093.61,07374000,model
32.34,839504.2,07374000,model
32.35,839914.89,07374000,model
32.36,840325.65,07374000,model
32.37,840736.5,07374000,model
32.38,841147.44,07374000,model
32.39,841558.46,07374000,model
32.4,841969.56,07374000,model
32.41,842380.75,07374000,model
32.42,842792.02,07374000,model
32.43,843203.38,07374000,model
32.44,843614.82,07374000,model
32.45,844026.35,07374000,model
32.46,844437.96,07374000,model
32.47,844849.66,07374000,model
32.48,845261.44,07374000,model
32.49,845673.31,07374000,model
32.5,846085.26,07374000,model
32.51,846497.29,07374000,model
32.52,846909.41,07374000,model
32.53,847321.62,07374000,model
32.54,847733.9,07374000,model
32.55,848146.28,07374000,model
32.56,848558.73,07374000,model
32.57,848971.28,07374000,model
32.58,849383.9,07374000,model
32.59,849796.61,07374000,model
32.6,850209.41,07374000,model
32.61,850622.29,07374000,model
32.62,851035.25,07374000,model
32.63,851448.3,07374000,model
32.64,851861.44,07374000,model
32.65,852274.66,07374000,model
32.66,852687.96,07374000,model
32.67,853101.34,07374000,model
32.68,853514.82,07374000,model
32.69,853928.37,07374000,model
32.7,854342.01,07374000,model
32.71,854755.74,07374000,model
32.72,855169.55,07374000,model
32.73,855583.44,07374000,model
32.74,855997.42,07374000,model
32.75,856411.48,07374000,model
32.76,856825.63,07374000,model
32.77,857239.86,07374000,model
32.78,857654.17,07374000,model
32.79,858068.57,07374000,model
32.8,858483.06,07374000,model
32.81,858897.63,07374000,model
32.82,859312.28,07374000,model
32.83,859727.02,07374000,model
32.84,860141.84,07374000,model
32.85,860556.74,07374000,model
32.86,860971.74,07374000,model
32.87,861386.81,07374000,model
32.88,861801.97,07374000,model
32.89,862217.21,07374000,model
32.9,862632.54,07374000,model
32.91,863047.95,07374000,model
32.92,863463.45,07374000,model
32.93,863879.03,07374000,model
32.94,864294.69,07374000,model
32.95,864710.44,07374000,model
32.96,865126.28,07374000,model
32.97,865542.19,07374000,model
32.98,865958.2,07374000,model
32.99,866374.28,07374000,model
33,866790.45,07374000,model
33.01,867206.71,07374000,model
33.02,867623.05,07374000,model
33.03,868039.47,07374000,model
33.04,868455.98,07374000,model
33.05,868872.57,07374000,model
33.06,869289.25,07374000,model
33.07,869706.01,07374000,model
33.08,870122.85,07374000,model
33.09,870539.78,07374000,model
33.1,870956.79,07374000,model
33.11,871373.89,07374000,model
33.12,871791.07,07374000,model
33.13,872208.33,07374000,model
33.14,872625.68,07374000,model
33.15,873043.12,07374000,model
33.16,873460.63,07374000,model
33.17,873878.24,07374000,model
33.18,874295.92,07374000,model
33.19,874713.69,07374000,model
33.2,875131.55,07374000,model
33.21,875549.48,07374000,model
33.22,875967.51,07374000,model
33.23,876385.61,07374000,model
33.24,876803.8,07374000,model
33.25,877222.08,07374000,model
33.26,877640.44,07374000,model
33.27,878058.88,07374000,model
33.28,878477.41,07374000,model
33.29,878896.02,07374000,model
33.3,879314.71,07374000,model
33.31,879733.49,07374000,model
33.32,880152.35,07374000,model
33.33,880571.3,07374000,model
33.34,880990.33,07374000,model
33.35,881409.45,07374000,model
33.36,881828.65,07374000,model
33.37,882247.93,07374000,model
33.38,882667.3,07374000,model
33.39,883086.75,07374000,model
33.4,883506.28,07374000,model
33.41,883925.9,07374000,model
33.42,884345.61,07374000,model
33.43,884765.39,07374000,model
33.44,885185.26,07374000,model
33.45,885605.22,07374000,model
33.46,886025.26,07374000,model
33.47,886445.38,07374000,model
33.48,886865.59,07374000,model
33.49,887285.88,07374000,model
33.5,887706.25,07374000,model
33.51,888126.71,07374000,model
33.52,888547.25,07374000,model
33.53,888967.88,07374000,model
33.54,889388.59,07374000,model
33.55,889809.39,07374000,model
33.56,890230.26,07374000,model
33.57,890651.23,07374000,model
33.58,891072.27,07374000,model
33.59,891493.4,07374000,model
33.6,891914.62,07374000,model
33.61,892335.91,07374000,model
33.62,892757.3,07374000,model
33.63,893178.76,07374000,model
33.64,893600.31,07374000,model
33.65,894021.94,07374000,model
33.66,894443.66,07374000,model
33.67,894865.46,07374000,model
33.68,895287.35,07374000,model
33.69,895709.31,07374000,model
33.7,896131.37,07374000,model
33.71,896553.5,07374000,model
33.72,896975.72,07374000,model
33.73,897398.03,07374000,model
33.74,897820.41,07374000,model
33.75,898242.88,07374000,model
33.76,898665.44,07374000,model
33.77,899088.08,07374000,model
33.78,899510.8,07374000,model
33.79,899933.61,07374000,model
33.8,900356.5,07374000,model
33.81,900779.47,07374000,model
33.82,901202.53,07374000,model
33.83,901625.67,07374000,model
33.84,902048.89,07374000,model
33.85,902472.2,07374000,model
33.86,902895.59,07374000,model
33.87,903319.07,07374000,model
33.88,903742.63,07374000,model
33.89,904166.27,07374000,model
33.9,904590,07374000,model
33.91,905013.81,07374000,model
33.92,905437.7,07374000,model
33.93,905861.68,07374000,model
33.94,906285.74,07374000,model
33.95,906709.89,07374000,model
33.96,907134.12,07374000,model
33.97,907558.43,07374000,model
33.98,907982.83,07374000,model
33.99,908407.31,07374000,model
34,908831.87,07374000,model
34.01,909256.52,07374000,model
34.02,909681.25,07374000,model
34.03,910106.06,07374000,model
34.04,910530.96,07374000,model
34.05,910955.94,07374000,model
34.06,911381.01,07374000,model
34.07,911806.16,07374000,model
34.08,912231.39,07374000,model
34.09,912656.7,07374000,model
34.1,913082.1,07374000,model
34.11,913507.59,07374000,model
34.12,913933.15,07374000,model
34.13,914358.8,07374000,model
34.14,914784.54,07374000,model
34.15,915210.35,07374000,model
34.16,915636.25,07374000,model
34.17,916062.24,07374000,model
34.18,916488.31,07374000,model
34.19,916914.46,07374000,model
34.2,917340.69,07374000,model
34.21,917767.01,07374000,model
34.22,918193.41,07374000,model
34.23,918619.9,07374000,model
34.24,919046.47,07374000,model
34.25,919473.12,07374000,model
34.26,919899.85,07374000,model
34.27,920326.67,07374000,model
34.28,920753.58,07374000,model
34.29,921180.56,07374000,model
34.3,921607.63,07374000,model
34.31,922034.78,07374000,model
34.32,922462.02,07374000,model
34.33,922889.34,07374000,model
34.34,923316.74,07374000,model
34.35,923744.23,07374000,model
34.36,924171.8,07374000,model
34.37,924599.45,07374000,model
34.38,925027.19,07374000,model
34.39,925455.01,07374000,model
34.4,925882.91,07374000,model
34.41,926310.9,07374000,model
34.42,926738.97,07374000,model
34.43,927167.12,07374000,model
34.44,927595.36,07374000,model
34.45,928023.68,07374000,model
34.46,928452.08,07374000,model
34.47,928880.57,07374000,model
34.48,929309.14,07374000,model
34.49,929737.79,07374000,model
34.5,930166.53,07374000,model
34.51,930595.35,07374000,model
34.52,931024.25,07374000,model
34.53,931453.24,07374000,model
34.54,931882.31,07374000,model
34.55,932311.47,07374000,model
34.56,932740.7,07374000,model
34.57,933170.02,07374000,model
34.58,933599.43,07374000,model
34.59,934028.91,07374000,model
34.6,934458.48,07374000,model
34.61,934888.13,07374000,model
34.62,935317.87,07374000,model
34.63,935747.69,07374000,model
34.64,936177.59,07374000,model
34.65,936607.58,07374000,model
34.66,937037.65,07374000,model
34.67,937467.8,07374000,model
34.68,937898.04,07374000,model
34.69,938328.35,07374000,model
34.7,938758.76,07374000,model
34.71,939189.24,07374000,model
34.72,939619.81,07374000,model
34.73,940050.46,07374000,model
34.74,940481.2,07374000,model
34.75,940912.01,07374000,model
34.76,941342.92,07374000,model
34.77,941773.9,07374000,model
34.78,942193.46,07374000,model
34.79,942613.1,07374000,model
34.8,943032.81,07374000,model
34.81,943452.59,07374000,model
34.82,943872.46,07374000,model
34.83,944292.4,07374000,model
34.84,944712.41,07374000,model
34.85,945132.5,07374000,model
34.86,945552.67,07374000,model
34.87,945972.91,07374000,model
34.88,946393.23,07374000,model
34.89,946813.62,07374000,model
34.9,947234.09,07374000,model
34.91,947654.63,07374000,model
34.92,948075.26,07374000,model
34.93,948495.95,07374000,model
34.94,948916.72,07374000,model
34.95,949337.57,07374000,model
34.96,949758.49,07374000,model
34.97,950179.49,07374000,model
34.98,950600.57,07374000,model
34.99,951021.72,07374000,model
35,951442.95,07374000,model
35.01,951864.25,07374000,model
35.02,952285.62,07374000,model
35.03,952707.08,07374000,model
35.04,953128.61,07374000,model
35.05,953550.21,07374000,model
35.06,953971.89,07374000,model
35.07,954393.65,07374000,model
35.08,954815.48,07374000,model
35.09,955237.38,07374000,model
35.1,955659.37,07374000,model
35.11,956081.42,07374000,model
35.12,956503.56,07374000,model
35.13,956925.77,07374000,model
35.14,957348.05,07374000,model
35.15,957770.41,07374000,model
35.16,958192.85,07374000,model
35.17,958615.36,07374000,model
35.18,959037.95,07374000,model
35.19,959460.61,07374000,model
35.2,959883.35,07374000,model
35.21,960306.16,07374000,model
35.22,960729.05,07374000,model
35.23,961152.01,07374000,model
35.24,961575.06,07374000,model
35.25,961998.17,07374000,model
35.26,962421.36,07374000,model
35.27,962844.63,07374000,model
35.28,963267.97,07374000,model
35.29,963691.39,07374000,model
35.3,964114.88,07374000,model
35.31,964538.45,07374000,model
35.32,964962.09,07374000,model
35.33,965385.81,07374000,model
35.34,965809.61,07374000,model
35.35,966233.48,07374000,model
35.36,966657.43,07374000,model
35.37,967081.45,07374000,model
35.38,967505.54,07374000,model
35.39,967929.72,07374000,model
35.4,968353.96,07374000,model
35.41,968778.29,07374000,model
35.42,969202.69,07374000,model
35.43,969627.16,07374000,model
35.44,970051.71,07374000,model
35.45,970476.33,07374000,model
35.46,970901.03,07374000,model
35.47,971325.81,07374000,model
35.48,971750.66,07374000,model
35.49,972175.59,07374000,model
35.5,972600.59,07374000,model
35.51,973025.66,07374000,model
35.52,973450.82,07374000,model
35.53,973876.04,07374000,model
35.54,974301.35,07374000,model
35.55,974726.72,07374000,model
35.56,975152.18,07374000,model
35.57,975577.71,07374000,model
35.58,976003.31,07374000,model
35.59,976428.99,07374000,model
35.6,976854.74,07374000,model
35.61,977280.57,07374000,model
35.62,977706.48,07374000,model
35.63,978132.46,07374000,model
35.64,978558.52,07374000,model
35.65,978984.65,07374000,model
35.66,979410.85,07374000,model
35.67,979837.13,07374000,model
35.68,980263.49,07374000,model
35.69,980689.92,07374000,model
35.7,981116.43,07374000,model
35.71,981543.01,07374000,model
35.72,981969.67,07374000,model
35.73,982396.4,07374000,model
35.74,982823.21,07374000,model
35.75,983250.1,07374000,model
35.76,983677.05,07374000,model
35.77,984104.09,07374000,model
35.78,984531.2,07374000,model
35.79,984958.38,07374000,model
35.8,985385.64,07374000,model
35.81,985812.97,07374000,model
35.82,986240.38,07374000,model
35.83,986667.87,07374000,model
35.84,987095.43,07374000,model
35.85,987523.06,07374000,model
35.86,987950.77,07374000,model
35.87,988378.56,07374000,model
35.88,988806.42,07374000,model
35.89,989234.35,07374000,model
35.9,989662.36,07374000,model
35.91,990090.45,07374000,model
35.92,990518.61,07374000,model
35.93,990946.85,07374000,model
35.94,991375.16,07374000,model
35.95,991803.54,07374000,model
35.96,992232,07374000,model
35.97,992660.54,07374000,model
35.98,993089.15,07374000,model
35.99,993517.84,07374000,model
36,993946.6,07374000,model
36.01,994375.44,07374000,model
36.02,994804.35,07374000,model
36.03,995233.33,07374000,model
36.04,995662.39,07374000,model
36.05,996091.53,07374000,model
36.06,996520.74,07374000,model
36.07,996950.03,07374000,model
36.08,997379.39,07374000,model
36.09,997808.83,07374000,model
36.1,998238.34,07374000,model
36.11,998667.92,07374000,model
36.12,999097.59,07374000,model
36.13,999527.32,07374000,model
36.14,999957.13,07374000,model
36.15,1000387.02,07374000,model
36.16,1000816.98,07374000,model
36.17,1001247.02,07374000,model
36.18,1001677.13,07374000,model
36.19,1002107.31,07374000,model
36.2,1002537.57,07374000,model
36.21,1002967.91,07374000,model
36.22,1003398.32,07374000,model
36.23,1003828.81,07374000,model
36.24,1004259.37,07374000,model
36.25,1004690,07374000,model
36.26,1005120.71,07374000,model
36.27,1005551.5,07374000,model
36.28,1005982.36,07374000,model
36.29,1006413.29,07374000,model
36.3,1006844.3,07374000,model
36.31,1007275.39,07374000,model
36.32,1007706.55,07374000,model
36.33,1008137.78,07374000,model
36.34,1008569.09,07374000,model
36.35,1009000.48,07374000,model
36.36,1009431.93,07374000,model
36.37,1009863.47,07374000,model
36.38,1010295.08,07374000,model
36.39,1010726.76,07374000,model
36.4,1011158.52,07374000,model
36.41,1011590.35,07374000,model
36.42,1012022.26,07374000,model
36.43,1012454.24,07374000,model
36.44,1012886.3,07374000,model
36.45,1013318.43,07374000,model
36.46,1013750.64,07374000,model
36.47,1014182.92,07374000,model
36.48,1014615.28,07374000,model
36.49,1015047.71,07374000,model
36.5,1015480.21,07374000,model
36.51,1015912.79,07374000,model
36.52,1016345.45,07374000,model
36.53,1016778.18,07374000,model
36.54,1017210.98,07374000,model
36.55,1017643.86,07374000,model
36.56,1018076.82,07374000,model
36.57,1018509.85,07374000,model
36.58,1018942.95,07374000,model
36.59,1019376.13,07374000,model
36.6,1019809.38,07374000,model
36.61,1020242.71,07374000,model
36.62,1020676.11,07374000,model
36.63,1021109.59,07374000,model
36.64,1021543.14,07374000,model
36.65,1021976.76,07374000,model
36.66,1022410.47,07374000,model
36.67,1022844.24,07374000,model
36.68,1023278.09,07374000,model
36.69,1023712.02,07374000,model
36.7,1024146.02,07374000,model
36.71,1024580.09,07374000,model
36.72,1025014.24,07374000,model
36.73,1025448.46,07374000,model
36.74,1025882.76,07374000,model
36.75,1026317.13,07374000,model
36.76,1026751.58,07374000,model
36.77,1027186.1,07374000,model
36.78,1027620.7,07374000,model
36.79,1028055.37,07374000,model
36.8,1028490.11,07374000,model
36.81,1028924.93,07374000,model
36.82,1029359.83,07374000,model
36.83,1029794.8,07374000,model
36.84,1030229.84,07374000,model
36.85,1030664.96,07374000,model
36.86,1031100.15,07374000,model
36.87,1031535.42,07374000,model
36.88,1031970.76,07374000,model
36.89,1032406.18,07374000,model
36.9,1032841.67,07374000,model
36.91,1033277.23,07374000,model
36.92,1033712.87,07374000,model
36.93,1034148.58,07374000,model
36.94,1034584.37,07374000,model
36.95,1035020.24,07374000,model
36.96,1035456.17,07374000,model
36.97,1035892.19,07374000,model
36.98,1036328.27,07374000,model
36.99,1036764.43,07374000,model
37,1037200.67,07374000,model
37.01,1037636.98,07374000,model
37.02,1038073.36,07374000,model
37.03,1038509.82,07374000,model
37.04,1038946.35,07374000,model
37.05,1039382.96,07374000,model
37.06,1039819.64,07374000,model
37.07,1040256.4,07374000,model
37.08,1040693.23,07374000,model
37.09,1041130.14,07374000,model
37.1,1041567.12,07374000,model
37.11,1042004.17,07374000,model
37.12,1042441.3,07374000,model
37.13,1042878.5,07374000,model
37.14,1043315.78,07374000,model
37.15,1043753.13,07374000,model
37.16,1044190.55,07374000,model
37.17,1044628.05,07374000,model
37.18,1045065.63,07374000,model
37.19,1045503.28,07374000,model
37.2,1045941,07374000,model
37.21,1046378.8,07374000,model
37.22,1046816.67,07374000,model
37.23,1047254.61,07374000,model
37.24,1047692.64,07374000,model
37.25,1048130.73,07374000,model
37.26,1048568.9,07374000,model
37.27,1049007.14,07374000,model
37.28,1049445.46,07374000,model
37.29,1049883.85,07374000,model
37.3,1050322.32,07374000,model
37.31,1050760.86,07374000,model
37.32,1051199.47,07374000,model
37.33,1051638.16,07374000,model
37.34,1052076.92,07374000,model
37.35,1052515.76,07374000,model
37.36,1052954.67,07374000,model
37.37,1053393.66,07374000,model
37.38,1053832.72,07374000,model
37.39,1054271.85,07374000,model
37.4,1054711.06,07374000,model
37.41,1055150.34,07374000,model
37.42,1055589.7,07374000,model
37.43,1056029.13,07374000,model
37.44,1056468.64,07374000,model
37.45,1056908.21,07374000,model
37.46,1057347.87,07374000,model
37.47,1057787.6,07374000,model
37.48,1058227.4,07374000,model
37.49,1058667.27,07374000,model
37.5,1059107.22,07374000,model
37.51,1059547.25,07374000,model
37.52,1059987.35,07374000,model
37.53,1060427.52,07374000,model
37.54,1060867.77,07374000,model
37.55,1061308.09,07374000,model
37.56,1061748.48,07374000,model
37.57,1062188.95,07374000,model
37.58,1062629.49,07374000,model
37.59,1063070.11,07374000,model
37.6,1063510.8,07374000,model
37.61,1063951.57,07374000,model
37.62,1064392.41,07374000,model
37.63,1064833.32,07374000,model
37.64,1065274.31,07374000,model
37.65,1065715.37,07374000,model
37.66,1066156.51,07374000,model
37.67,1066597.71,07374000,model
37.68,1067039,07374000,model
37.69,1067480.36,07374000,model
37.7,1067921.79,07374000,model
37.71,1068363.29,07374000,model
37.72,1068804.87,07374000,model
37.73,1069246.53,07374000,model
37.74,1069688.26,07374000,model
37.75,1070130.06,07374000,model
37.76,1070571.93,07374000,model
37.77,1071013.88,07374000,model
37.78,1071455.91,07374000,model
37.79,1071898.01,07374000,model
37.8,1072340.18,07374000,model
37.81,1072782.42,07374000,model
37.82,1073224.74,07374000,model
37.83,1073667.14,07374000,model
37.84,1074109.61,07374000,model
37.85,1074552.15,07374000,model
37.86,1074994.76,07374000,model
37.87,1075437.45,07374000,model
37.88,1075880.22,07374000,model
37.89,1076323.05,07374000,model
37.9,1076765.97,07374000,model
37.91,1077208.95,07374000,model
37.92,1077652.01,07374000,model
