stage_ft,Q_cfs,site_no,type
10.04,288045.91,07374000,model
10.05,288261.94,07374000,model
10.06,288477.97,07374000,model
10.07,288694,07374000,model
10.08,288910.02,07374000,model
10.09,289126.03,07374000,model
10.1,289342.05,07374000,model
10.11,289558.06,07374000,model
10.12,289774.07,07374000,model
10.13,289990.07,07374000,model
10.14,290206.07,07374000,model
10.15,290422.06,07374000,model
10.16,290638.06,07374000,model
10.17,290854.05,07374000,model
10.18,291070.03,07374000,model
10.19,291286.01,07374000,model
10.2,291501.99,07374000,model
10.21,291717.97,07374000,model
10.22,291933.94,07374000,model
10.23,292149.9,07374000,model
10.24,292365.87,07374000,model
10.25,292581.83,07374000,model
10.26,292797.78,07374000,model
10.27,293013.74,07374000,model
10.28,293229.69,07374000,model
10.29,293445.63,07374000,model
10.3,293661.57,07374000,model
10.31,293877.51,07374000,model
10.32,294093.45,07374000,model
10.33,294309.38,07374000,model
10.34,294525.31,07374000,model
10.35,294741.23,07374000,model
10.36,294957.15,07374000,model
10.37,295173.07,07374000,model
10.38,295388.98,07374000,model
10.39,295604.89,07374000,model
10.4,295820.8,07374000,model
10.41,296036.7,07374000,model
10.42,296252.6,07374000,model
10.43,296468.5,07374000,model
10.44,296684.39,07374000,model
10.45,296900.28,07374000,model
10.46,297116.16,07374000,model
10.47,297332.04,07374000,model
10.48,297547.92,07374000,model
10.49,297763.8,07374000,model
10.5,297979.67,07374000,model
10.51,298195.54,07374000,model
10.52,298411.4,07374000,model
10.53,298627.26,07374000,model
10.54,298843.12,07374000,model
10.55,299058.97,07374000,model
10.56,299274.82,07374000,model
10.57,299490.67,07374000,model
10.58,299706.51,07374000,model
10.59,299922.35,07374000,model
10.6,300138.19,07374000,model
10.61,300354.02,07374000,model
10.62,300569.85,07374000,model
10.63,300785.67,07374000,model
10.64,301001.5,07374000,model
10.65,301217.31,07374000,model
10.66,301433.13,07374000,model
10.67,301648.94,07374000,model
10.68,301864.75,07374000,model
10.69,302080.55,07374000,model
10.7,302296.36,07374000,model
10.71,302512.15,07374000,model
10.72,302727.95,07374000,model
10.73,302943.74,07374000,model
10.74,303159.53,07374000,model
10.75,303375.31,07374000,model
10.76,303591.09,07374000,model
10.77,303806.87,07374000,model
10.78,304022.64,07374000,model
10.79,304238.41,07374000,model
10.8,304454.18,07374000,model
10.81,304669.94,07374000,model
10.82,304885.7,07374000,model
10.83,305101.46,07374000,model
10.84,305317.21,07374000,model
10.85,305532.96,07374000,model
10.86,305748.71,07374000,model
10.87,305964.45,07374000,model
10.88,306180.19,07374000,model
10.89,306395.93,07374000,model
10.9,306611.66,07374000,model
10.91,306827.39,07374000,model
10.92,307043.11,07374000,model
10.93,307258.83,07374000,model
10.94,307474.55,07374000,model
10.95,307690.27,07374000,model
10.96,307905.98,07374000,model
10.97,308121.69,07374000,model
10.98,308337.39,07374000,model
10.99,308553.1,07374000,model
11,308768.8,07374000,model
11.01,308984.49,07374000,model
11.02,309200.18,07374000,model
11.03,309415.87,07374000,model
11.04,309631.56,07374000,model
11.05,309847.24,07374000,model
11.06,310062.91,07374000,model
11.07,310278.59,07374000,model
11.08,310494.26,07374000,model
11.09,310709.93,07374000,model
11.1,310925.59,07374000,model
11.11,311141.25,07374000,model
11.12,311356.91,07374000,model
11.13,311572.57,07374000,model
11.14,311788.22,07374000,model
11.15,312003.87,07374000,model
11.16,312219.51,07374000,model
11.17,312435.15,07374000,model
11.18,312650.79,07374000,model
11.19,312866.42,07374000,model
11.2,313082.06,07374000,model
11.21,313297.68,07374000,model
11.22,313513.31,07374000,model
11.23,313728.93,07374000,model
11.24,313944.55,07374000,model
11.25,314160.16,07374000,model
11.26,314375.77,07374000,model
11.27,314591.38,07374000,model
11.28,314806.98,07374000,model
11.29,315022.59,07374000,model
11.3,315238.18,07374000,model
11.31,315453.78,07374000,model
11.32,315669.37,07374000,model
11.33,315884.96,07374000,model
11.34,316100.54,07374000,model
11.35,316316.12,07374000,model
11.36,316531.7,07374000,model
11.37,316747.28,07374000,model
11.38,316962.85,07374000,model
11.39,317178.41,07374000,model
11.4,317393.98,07374000,model
11.41,317609.54,07374000,model
11.42,317825.1,07374000,model
11.43,318040.65,07374000,model
11.44,318256.21,07374000,model
11.45,318471.75,07374000,model
11.46,318687.3,07374000,model
11.47,318902.84,07374000,model
11.48,319118.38,07374000,model
11.49,319333.91,07374000,model
11.5,319549.45,07374000,model
11.51,319764.97,07374000,model
11.52,319980.5,07374000,model
11.53,320196.02,07374000,model
11.54,320411.54,07374000,model
11.55,320627.06,07374000,model
11.56,320842.57,07374000,model
11.57,321058.08,07374000,model
11.58,321273.58,07374000,model
11.59,321489.09,07374000,model
11.6,321704.59,07374000,model
11.61,321920.08,07374000,model
11.62,322135.57,07374000,model
11.63,322351.06,07374000,model
11.64,322566.55,07374000,model
11.65,322782.03,07374000,model
11.66,322997.51,07374000,model
11.67,323212.99,07374000,model
11.68,323428.46,07374000,model
11.69,323643.93,07374000,model
11.7,323859.4,07374000,model
11.71,324074.86,07374000,model
11.72,324290.32,07374000,model
11.73,324505.78,07374000,model
11.74,324721.24,07374000,model
11.75,324936.69,07374000,model
11.76,325152.13,07374000,model
11.77,325367.58,07374000,model
11.78,325583.02,07374000,model
11.79,325798.46,07374000,model
11.8,326013.89,07374000,model
11.81,326229.32,07374000,model
11.82,326444.75,07374000,model
11.83,326660.18,07374000,model
11.84,326875.6,07374000,model
11.85,327091.02,07374000,model
11.86,327306.43,07374000,model
11.87,327521.85,07374000,model
11.88,327737.26,07374000,model
11.89,327952.66,07374000,model
11.9,328168.07,07374000,model
11.91,328383.47,07374000,model
11.92,328598.86,07374000,model
11.93,328814.25,07374000,model
11.94,329029.65,07374000,model
11.95,329245.03,07374000,model
11.96,329460.42,07374000,model
11.97,329675.8,07374000,model
11.98,329891.17,07374000,model
11.99,330106.55,07374000,model
12,330321.92,07374000,model
12.01,330537.29,07374000,model
12.02,330752.65,07374000,model
12.03,330968.01,07374000,model
12.04,331183.37,07374000,model
12.05,331398.73,07374000,model
12.06,331614.08,07374000,model
12.07,331829.43,07374000,model
12.08,332044.78,07374000,model
12.09,332260.12,07374000,model
12.1,332475.46,07374000,model
12.11,332690.79,07374000,model
12.12,332906.13,07374000,model
12.13,333121.46,07374000,model
12.14,333336.79,07374000,model
12.15,333552.11,07374000,model
12.16,333767.43,07374000,model
12.17,333982.75,07374000,model
12.18,334198.06,07374000,model
12.19,334413.37,07374000,model
12.2,334628.68,07374000,model
12.21,334843.99,07374000,model
12.22,335059.29,07374000,model
12.23,335274.59,07374000,model
12.24,335489.88,07374000,model
12.25,335705.18,07374000,model
12.26,335920.47,07374000,model
12.27,336135.75,07374000,model
12.28,336351.04,07374000,model
12.29,336566.32,07374000,model
12.3,336781.59,07374000,model
12.31,336996.87,07374000,model
12.32,337212.14,07374000,model
12.33,337427.41,07374000,model
12.34,337642.67,07374000,model
12.35,337857.94,07374000,model
12.36,338073.19,07374000,model
12.37,338288.45,07374000,model
12.38,338503.7,07374000,model
12.39,338718.95,07374000,model
12.4,338934.2,07374000,model
12.41,339149.44,07374000,model
12.42,339364.68,07374000,model
12.43,339579.92,07374000,model
12.44,339795.15,07374000,model
12.45,340010.38,07374000,model
12.46,340225.61,07374000,model
12.47,340440.84,07374000,model
12.48,340656.06,07374000,model
12.49,340871.28,07374000,model
12.5,341086.49,07374000,model
12.51,341301.71,07374000,model
12.52,341516.92,07374000,model
12.53,341732.12,07374000,model
12.54,341947.33,07374000,model
12.55,342162.53,07374000,model
12.56,342377.72,07374000,model
12.57,342592.92,07374000,model
12.58,342808.11,07374000,model
12.59,343023.3,07374000,model
12.6,343238.48,07374000,model
12.61,343453.67,07374000,model
12.62,343668.85,07374000,model
12.63,343884.02,07374000,model
12.64,344099.2,07374000,model
12.65,344314.37,07374000,model
12.66,344529.53,07374000,model
12.67,344744.7,07374000,model
12.68,344959.86,07374000,model
12.69,345175.02,07374000,model
12.7,345390.17,07374000,model
12.71,345605.32,07374000,model
12.72,345820.47,07374000,model
12.73,346035.62,07374000,model
12.74,346250.76,07374000,model
12.75,346465.9,07374000,model
12.76,346681.04,07374000,model
12.77,346896.17,07374000,model
12.78,347111.3,07374000,model
12.79,347326.43,07374000,model
12.8,347541.56,07374000,model
12.81,347756.68,07374000,model
12.82,347971.8,07374000,model
12.83,348186.91,07374000,model
12.84,348402.03,07374000,model
12.85,348617.14,07374000,model
12.86,348832.24,07374000,model
12.87,349047.35,07374000,model
12.88,349262.45,07374000,model
12.89,349477.55,07374000,model
12.9,349692.64,07374000,model
12.91,349907.73,07374000,model
12.92,350122.82,07374000,model
12.93,350337.91,07374000,model
12.94,350552.99,07374000,model
12.95,350768.07,07374000,model
12.96,350983.15,07374000,model
12.97,351198.22,07374000,model
12.98,351413.3,07374000,model
12.99,351628.36,07374000,model
13,351843.43,07374000,model
13.01,352058.49,07374000,model
13.02,352273.55,07374000,model
13.03,352488.61,07374000,model
13.04,352703.66,07374000,model
13.05,352918.71,07374000,model
13.06,353133.76,07374000,model
13.07,353348.81,07374000,model
13.08,353563.85,07374000,model
13.09,353778.89,07374000,model
13.1,353993.92,07374000,model
13.11,354208.96,07374000,model
13.12,354423.99,07374000,model
13.13,354639.01,07374000,model
13.14,354854.04,07374000,model
13.15,355069.06,07374000,model
13.16,355284.08,07374000,model
13.17,355499.09,07374000,model
13.18,355714.1,07374000,model
13.19,355929.11,07374000,model
13.2,356144.12,07374000,model
13.21,356359.12,07374000,model
13.22,356574.13,07374000,model
13.23,356789.12,07374000,model
13.24,357004.12,07374000,model
13.25,357219.11,07374000,model
13.26,357434.1,07374000,model
13.27,357649.09,07374000,model
13.28,357864.07,07374000,model
13.29,358079.05,07374000,model
13.3,358294.03,07374000,model
13.31,358509,07374000,model
13.32,358723.97,07374000,model
13.33,358938.94,07374000,model
13.34,359153.91,07374000,model
13.35,359368.87,07374000,model
13.36,359583.83,07374000,model
13.37,359798.79,07374000,model
13.38,360013.74,07374000,model
13.39,360228.69,07374000,model
13.4,360443.64,07374000,model
13.41,360658.59,07374000,model
13.42,360873.53,07374000,model
13.43,361088.47,07374000,model
13.44,361303.41,07374000,model
13.45,361518.34,07374000,model
13.46,361733.27,07374000,model
13.47,361948.2,07374000,model
13.48,362163.13,07374000,model
13.49,362378.05,07374000,model
13.5,362592.97,07374000,model
13.51,362807.89,07374000,model
13.52,363022.8,07374000,model
13.53,363237.71,07374000,model
13.54,363452.62,07374000,model
13.55,363667.53,07374000,model
13.56,363882.43,07374000,model
13.57,364097.33,07374000,model
13.58,364312.23,07374000,model
13.59,364527.12,07374000,model
13.6,364742.01,07374000,model
13.61,364956.9,07374000,model
13.62,365171.79,07374000,model
13.63,365386.67,07374000,model
13.64,365601.55,07374000,model
13.65,365816.43,07374000,model
13.66,366031.3,07374000,model
13.67,366246.17,07374000,model
13.68,366461.04,07374000,model
13.69,366675.91,07374000,model
13.7,366890.77,07374000,model
13.71,367105.63,07374000,model
13.72,367320.49,07374000,model
13.73,367535.34,07374000,model
13.74,367750.19,07374000,model
13.75,367965.04,07374000,model
13.76,368179.89,07374000,model
13.77,368394.73,07374000,model
13.78,368609.57,07374000,model
13.79,368824.41,07374000,model
13.8,369039.24,07374000,model
13.81,369254.07,07374000,model
13.82,369468.9,07374000,model
13.83,369683.73,07374000,model
13.84,369898.55,07374000,model
13.85,370113.37,07374000,model
13.86,370328.19,07374000,model
13.87,370543.01,07374000,model
13.88,370757.82,07374000,model
13.89,370972.63,07374000,model
13.9,371187.43,07374000,model
13.91,371402.24,07374000,model
13.92,371617.04,07374000,model
13.93,371831.84,07374000,model
13.94,372046.63,07374000,model
13.95,372261.43,07374000,model
13.96,372476.22,07374000,model
13.97,372691,07374000,model
13.98,372905.79,07374000,model
13.99,373120.57,07374000,model
14,373335.35,07374000,model
14.01,373550.12,07374000,model
14.02,373764.9,07374000,model
14.03,373979.67,07374000,model
14.04,374194.43,07374000,model
14.05,374409.2,07374000,model
14.06,374623.96,07374000,model
14.07,374838.72,07374000,model
14.08,375053.48,07374000,model
14.09,375268.23,07374000,model
14.1,375482.98,07374000,model
14.11,375697.73,07374000,model
14.12,375912.48,07374000,model
14.13,376127.22,07374000,model
14.14,376341.96,07374000,model
14.15,376556.7,07374000,model
14.16,376771.43,07374000,model
14.17,376986.16,07374000,model
14.18,377200.89,07374000,model
14.19,377415.62,07374000,model
14.2,377630.34,07374000,model
14.21,377845.06,07374000,model
14.22,378059.78,07374000,model
14.23,378274.49,07374000,model
14.24,378489.21,07374000,model
14.25,378703.92,07374000,model
14.26,378918.62,07374000,model
14.27,379133.33,07374000,model
14.28,379348.03,07374000,model
14.29,379562.73,07374000,model
14.3,379777.42,07374000,model
14.31,379992.12,07374000,model
14.32,380206.81,07374000,model
14.33,380421.5,07374000,model
14.34,380636.18,07374000,model
14.35,380850.86,07374000,model
14.36,381065.54,07374000,model
14.37,381280.22,07374000,model
14.38,381494.89,07374000,model
14.39,381709.57,07374000,model
14.4,381924.23,07374000,model
14.41,382138.9,07374000,model
14.42,382353.56,07374000,model
14.43,382568.22,07374000,model
14.44,382782.88,07374000,model
14.45,382997.54,07374000,model
14.46,383212.19,07374000,model
14.47,383426.84,07374000,model
14.48,383641.49,07374000,model
14.49,383856.13,07374000,model
14.5,384070.77,07374000,model
14.51,384285.41,07374000,model
14.52,384500.05,07374000,model
14.53,384714.68,07374000,model
14.54,384929.31,07374000,model
14.55,385143.94,07374000,model
14.56,385358.57,07374000,model
14.57,385573.19,07374000,model
14.58,385787.81,07374000,model
14.59,386002.43,07374000,model
14.6,386217.04,07374000,model
14.61,386431.65,07374000,model
14.62,386646.26,07374000,model
14.63,386860.87,07374000,model
14.64,387075.47,07374000,model
14.65,387290.08,07374000,model
14.66,387504.67,07374000,model
14.67,387719.27,07374000,model
14.68,387933.86,07374000,model
14.69,388148.46,07374000,model
14.7,388363.04,07374000,model
14.71,388577.63,07374000,model
14.72,388792.21,07374000,model
14.73,389006.79,07374000,model
14.74,389221.37,07374000,model
14.75,389435.94,07374000,model
14.76,389650.52,07374000,model
14.77,389865.09,07374000,model
14.78,390079.65,07374000,model
14.79,390294.22,07374000,model
14.8,390508.78,07374000,model
14.81,390723.34,07374000,model
14.82,390937.89,07374000,model
14.83,391152.45,07374000,model
14.84,391367,07374000,model
14.85,391581.54,07374000,model
14.86,391796.09,07374000,model
14.87,392010.63,07374000,model
14.88,392225.17,07374000,model
14.89,392439.71,07374000,model
14.9,392654.25,07374000,model
14.91,392868.78,07374000,model
14.92,393083.31,07374000,model
14.93,393297.84,07374000,model
14.94,393512.36,07374000,model
14.95,393726.88,07374000,model
14.96,393941.4,07374000,model
14.97,394155.92,07374000,model
14.98,394370.43,07374000,model
14.99,394584.94,07374000,model
15,394799.45,07374000,model
15.01,395013.96,07374000,model
15.02,395228.46,07374000,model
15.03,395442.96,07374000,model
15.04,395657.46,07374000,model
15.05,395871.96,07374000,model
15.06,396086.45,07374000,model
15.07,396300.94,07374000,model
15.08,396515.43,07374000,model
15.09,396729.91,07374000,model
15.1,396944.39,07374000,model
15.11,397158.87,07374000,model
15.12,397373.35,07374000,model
15.13,397587.83,07374000,model
15.14,397802.3,07374000,model
15.15,398016.77,07374000,model
15.16,398231.24,07374000,model
15.17,398445.7,07374000,model
15.18,398660.16,07374000,model
15.19,398874.62,07374000,model
15.2,399089.08,07374000,model
15.21,399303.53,07374000,model
15.22,399517.98,07374000,model
15.23,399732.43,07374000,model
15.24,399946.88,07374000,model
15.25,400161.32,07374000,model
15.26,400375.76,07374000,model
15.27,400590.2,07374000,model
15.28,400804.64,07374000,model
15.29,401019.07,07374000,model
15.3,401233.5,07374000,model
15.31,401447.93,07374000,model
15.32,401662.35,07374000,model
15.33,401876.78,07374000,model
15.34,402091.2,07374000,model
15.35,402305.62,07374000,model
15.36,402520.03,07374000,model
15.37,402734.44,07374000,model
15.38,402948.85,07374000,model
15.39,403163.26,07374000,model
15.4,403377.67,07374000,model
15.41,403592.07,07374000,model
15.42,403806.47,07374000,model
15.43,404020.87,07374000,model
15.44,404235.26,07374000,model
15.45,404449.65,07374000,model
15.46,404664.04,07374000,model
15.47,404878.43,07374000,model
15.48,405092.81,07374000,model
15.49,405307.2,07374000,model
15.5,405521.57,07374000,model
15.51,405735.95,07374000,model
15.52,405950.33,07374000,model
15.53,406164.7,07374000,model
15.54,406379.07,07374000,model
15.55,406593.43,07374000,model
15.56,406807.8,07374000,model
15.57,407022.16,07374000,model
15.58,407236.52,07374000,model
15.59,407450.87,07374000,model
15.6,407665.23,07374000,model
15.61,407879.58,07374000,model
15.62,408093.93,07374000,model
15.63,408308.28,07374000,model
15.64,408522.62,07374000,model
15.65,408736.96,07374000,model
15.66,408951.3,07374000,model
15.67,409165.64,07374000,model
15.68,409379.97,07374000,model
15.69,409594.3,07374000,model
15.7,409808.63,07374000,model
15.71,410022.96,07374000,model
15.72,410237.28,07374000,model
15.73,410451.6,07374000,model
15.74,410665.92,07374000,model
15.75,410880.23,07374000,model
15.76,411094.55,07374000,model
15.77,411308.86,07374000,model
15.78,411523.17,07374000,model
15.79,411737.47,07374000,model
15.8,411951.78,07374000,model
15.81,412166.08,07374000,model
15.82,412380.38,07374000,model
15.83,412594.67,07374000,model
15.84,412808.97,07374000,model
15.85,413023.26,07374000,model
15.86,413237.55,07374000,model
15.87,413451.83,07374000,model
15.88,413666.12,07374000,model
15.89,413880.4,07374000,model
15.9,414094.67,07374000,model
15.91,414308.95,07374000,model
15.92,414523.22,07374000,model
15.93,414737.5,07374000,model
15.94,414951.76,07374000,model
15.95,415166.03,07374000,model
15.96,415380.29,07374000,model
15.97,415594.55,07374000,model
15.98,415808.81,07374000,model
15.99,416023.07,07374000,model
16,416237.32,07374000,model
16.01,416451.57,07374000,model
16.02,416665.82,07374000,model
16.03,416880.07,07374000,model
16.04,417094.31,07374000,model
16.05,417308.55,07374000,model
16.06,417522.79,07374000,model
16.07,417737.03,07374000,model
16.08,417951.26,07374000,model
16.09,418165.49,07374000,model
16.1,418379.72,07374000,model
16.11,418593.95,07374000,model
16.12,418808.17,07374000,model
16.13,419022.39,07374000,model
16.14,419236.61,07374000,model
16.15,419450.83,07374000,model
16.16,419665.04,07374000,model
16.17,419879.26,07374000,model
16.18,420093.46,07374000,model
16.19,420307.67,07374000,model
16.2,420521.88,07374000,model
16.21,420736.08,07374000,model
16.22,420950.28,07374000,model
16.23,421164.47,07374000,model
16.24,421378.67,07374000,model
16.25,421592.86,07374000,model
16.26,421807.05,07374000,model
16.27,422021.24,07374000,model
16.28,422235.42,07374000,model
16.29,422449.6,07374000,model
16.3,422663.78,07374000,model
16.31,422877.96,07374000,model
16.32,423092.14,07374000,model
16.33,423306.31,07374000,model
16.34,423520.48,07374000,model
16.35,423734.65,07374000,model
16.36,423948.81,07374000,model
16.37,424162.97,07374000,model
16.38,424377.13,07374000,model
16.39,424591.29,07374000,model
16.4,424805.45,07374000,model
16.41,425019.6,07374000,model
16.42,425233.75,07374000,model
16.43,425447.9,07374000,model
16.44,425662.04,07374000,model
16.45,425876.19,07374000,model
16.46,426090.33,07374000,model
16.47,426304.47,07374000,model
16.48,426518.6,07374000,model
16.49,426732.74,07374000,model
16.5,426946.87,07374000,model
16.51,427161,07374000,model
16.52,427375.12,07374000,model
16.53,427589.25,07374000,model
16.54,427803.37,07374000,model
16.55,428017.49,07374000,model
16.56,428231.6,07374000,model
16.57,428445.72,07374000,model
16.58,428659.83,07374000,model
16.59,428873.94,07374000,model
16.6,429088.05,07374000,model
16.61,429302.15,07374000,model
16.62,429516.25,07374000,model
16.63,429730.35,07374000,model
16.64,429944.45,07374000,model
16.65,430158.55,07374000,model
16.66,430372.64,07374000,model
16.67,430586.73,07374000,model
16.68,430800.82,07374000,model
16.69,431014.9,07374000,model
16.7,431228.99,07374000,model
16.71,431443.07,07374000,model
16.72,431657.14,07374000,model
16.73,431871.22,07374000,model
16.74,432085.29,07374000,model
16.75,432299.37,07374000,model
16.76,432513.43,07374000,model
16.77,432727.5,07374000,model
16.78,432941.56,07374000,model
16.79,433155.63,07374000,model
16.8,433369.69,07374000,model
16.81,433583.74,07374000,model
16.82,433797.8,07374000,model
16.83,434011.85,07374000,model
16.84,434225.9,07374000,model
16.85,434439.95,07374000,model
16.86,434653.99,07374000,model
16.87,434868.03,07374000,model
16.88,435082.07,07374000,model
16.89,435296.11,07374000,model
16.9,435510.15,07374000,model
16.91,435724.18,07374000,model
16.92,435938.21,07374000,model
16.93,436152.24,07374000,model
16.94,436366.27,07374000,model
16.95,436580.29,07374000,model
16.96,436794.31,07374000,model
16.97,437008.33,07374000,model
16.98,437222.35,07374000,model
16.99,437436.36,07374000,model
17,437650.37,07374000,model
17.01,437864.38,07374000,model
17.02,438078.39,07374000,model
17.03,438292.39,07374000,model
17.04,438506.4,07374000,model
17.05,438720.4,07374000,model
17.06,438934.39,07374000,model
17.07,439148.39,07374000,model
17.08,439362.38,07374000,model
17.09,439576.37,07374000,model
17.1,439790.36,07374000,model
17.11,440004.35,07374000,model
17.12,440218.33,07374000,model
17.13,440432.31,07374000,model
17.14,440646.29,07374000,model
17.15,440860.27,07374000,model
17.16,441074.24,07374000,model
17.17,441288.22,07374000,model
17.18,441502.19,07374000,model
17.19,441716.15,07374000,model
17.2,441930.12,07374000,model
17.21,442144.08,07374000,model
17.22,442358.04,07374000,model
17.23,442572,07374000,model
17.24,442785.95,07374000,model
17.25,442999.91,07374000,model
17.26,443213.86,07374000,model
17.27,443427.81,07374000,model
17.28,443641.75,07374000,model
17.29,443855.7,07374000,model
17.3,444069.64,07374000,model
17.31,444283.58,07374000,model
17.32,444497.52,07374000,model
17.33,444711.45,07374000,model
17.34,444925.38,07374000,model
17.35,445139.31,07374000,model
17.36,445353.24,07374000,model
17.37,445567.17,07374000,model
17.38,445781.09,07374000,model
17.39,445995.01,07374000,model
17.4,446208.93,07374000,model
17.41,446422.85,07374000,model
17.42,446636.76,07374000,model
17.43,446850.67,07374000,model
17.44,447064.58,07374000,model
17.45,447278.49,07374000,model
17.46,447492.39,07374000,model
17.47,447706.3,07374000,model
17.48,447920.2,07374000,model
17.49,448134.09,07374000,model
17.5,448347.99,07374000,model
17.51,448561.88,07374000,model
17.52,448775.77,07374000,model
17.53,448989.66,07374000,model
17.54,449203.55,07374000,model
17.55,449417.43,07374000,model
17.56,449631.32,07374000,model
17.57,449845.2,07374000,model
17.58,450059.07,07374000,model
17.59,450272.95,07374000,model
17.6,450486.82,07374000,model
17.61,450700.69,07374000,model
17.62,450914.56,07374000,model
17.63,451128.43,07374000,model
17.64,451342.29,07374000,model
17.65,451556.15,07374000,model
17.66,451770.01,07374000,model
17.67,451983.87,07374000,model
17.68,452197.72,07374000,model
17.69,452411.57,07374000,model
17.7,452625.42,07374000,model
17.71,452839.27,07374000,model
17.72,453053.12,07374000,model
17.73,453266.96,07374000,model
17.74,453480.8,07374000,model
17.75,453694.64,07374000,model
17.76,453908.47,07374000,model
17.77,454122.31,07374000,model
17.78,454336.14,07374000,model
17.79,454549.97,07374000,model
17.8,454763.8,07374000,model
17.81,454977.62,07374000,model
17.82,455191.44,07374000,model
17.83,455405.27,07374000,model
17.84,455619.08,07374000,model
17.85,455832.9,07374000,model
17.86,456046.71,07374000,model
17.87,456260.52,07374000,model
17.88,456474.33,07374000,model
17.89,456688.14,07374000,model
17.9,456901.95,07374000,model
17.91,457115.75,07374000,model
17.92,457329.55,07374000,model
17.93,457543.35,07374000,model
17.94,457757.14,07374000,model
17.95,457970.94,07374000,model
17.96,458184.73,07374000,model
17.97,458398.52,07374000,model
17.98,458612.3,07374000,model
17.99,458826.09,07374000,model
18,459039.87,07374000,model
18.01,459253.65,07374000,model
18.02,459467.43,07374000,model
18.03,459681.2,07374000,model
18.04,459894.98,07374000,model
18.05,460108.75,07374000,model
18.06,460322.52,07374000,model
18.07,460536.28,07374000,model
18.08,460750.05,07374000,model
18.09,460963.81,07374000,model
18.1,461177.57,07374000,model
18.11,461391.33,07374000,model
18.12,461605.08,07374000,model
18.13,461818.83,07374000,model
18.14,462032.59,07374000,model
18.15,462246.33,07374000,model
18.16,462460.08,07374000,model
18.17,462673.83,07374000,model
18.18,462887.57,07374000,model
18.19,463101.31,07374000,model
18.2,463315.04,07374000,model
18.21,463528.78,07374000,model
18.22,463742.51,07374000,model
18.23,463956.24,07374000,model
18.24,464169.97,07374000,model
18.25,464383.7,07374000,model
18.26,464597.42,07374000,model
18.27,464811.15,07374000,model
18.28,465024.87,07374000,model
18.29,465238.58,07374000,model
18.3,465452.3,07374000,model
18.31,465666.01,07374000,model
18.32,465879.72,07374000,model
18.33,466093.43,07374000,model
18.34,466307.14,07374000,model
18.35,466520.84,07374000,model
18.36,466734.55,07374000,model
18.37,466948.25,07374000,model
18.38,467161.94,07374000,model
18.39,467375.64,07374000,model
18.4,467589.33,07374000,model
18.41,467803.02,07374000,model
18.42,468016.71,07374000,model
18.43,468230.4,07374000,model
18.44,468444.09,07374000,model
18.45,468657.77,07374000,model
18.46,468871.45,07374000,model
18.47,469085.13,07374000,model
18.48,469298.8,07374000,model
18.49,469512.48,07374000,model
18.5,469726.15,07374000,model
18.51,469939.82,07374000,model
18.52,470153.48,07374000,model
18.53,470367.15,07374000,model
18.54,470580.81,07374000,model
18.55,470794.47,07374000,model
18.56,471008.13,07374000,model
18.57,471221.79,07374000,model
18.58,471435.44,07374000,model
18.59,471649.09,07374000,model
18.6,471862.74,07374000,model
18.61,472076.39,07374000,model
18.62,472290.04,07374000,model
18.63,472503.68,07374000,model
18.64,472717.32,07374000,model
18.65,472930.96,07374000,model
18.66,473144.6,07374000,model
18.67,473358.23,07374000,model
18.68,473571.86,07374000,model
18.69,473785.49,07374000,model
18.7,473999.12,07374000,model
18.71,474212.75,07374000,model
18.72,474426.37,07374000,model
18.73,474639.99,07374000,model
18.74,474853.61,07374000,model
18.75,475067.23,07374000,model
18.76,475280.84,07374000,model
18.77,475494.46,07374000,model
18.78,475708.07,07374000,model
18.79,475921.68,07374000,model
18.8,476135.28,07374000,model
18.81,476348.89,07374000,model
18.82,476562.49,07374000,model
18.83,476776.09,07374000,model
18.84,476989.69,07374000,model
18.85,477203.28,07374000,model
18.86,477416.88,07374000,model
18.87,477630.47,07374000,model
18.88,477844.06,07374000,model
18.89,478057.64,07374000,model
18.9,478271.23,07374000,model
18.91,478484.81,07374000,model
18.92,478698.39,07374000,model
18.93,478911.97,07374000,model
18.94,479125.55,07374000,model
18.95,479339.12,07374000,model
18.96,479552.69,07374000,model
18.97,479766.26,07374000,model
18.98,479979.83,07374000,model
18.99,480193.4,07374000,model
19,480406.96,07374000,model
19.01,480620.52,07374000,model
19.02,480834.08,07374000,model
19.03,481047.64,07374000,model
19.04,481261.19,07374000,model
19.05,481474.74,07374000,model
19.06,481688.3,07374000,model
19.07,481901.84,07374000,model
19.08,482115.39,07374000,model
19.09,482328.93,07374000,model
19.1,482542.48,07374000,model
19.11,482756.02,07374000,model
19.12,482969.55,07374000,model
19.13,483183.09,07374000,model
19.14,483396.62,07374000,model
19.15,483610.16,07374000,model
19.16,483823.69,07374000,model
19.17,484037.21,07374000,model
19.18,484250.74,07374000,model
19.19,484464.26,07374000,model
19.2,484677.78,07374000,model
19.21,484891.3,07374000,model
19.22,485104.82,07374000,model
19.23,485318.33,07374000,model
19.24,485531.84,07374000,model
19.25,485745.36,07374000,model
19.26,485958.86,07374000,model
19.27,486172.37,07374000,model
19.28,486385.87,07374000,model
19.29,486599.38,07374000,model
19.3,486812.88,07374000,model
19.31,487026.37,07374000,model
19.32,487239.87,07374000,model
19.33,487453.36,07374000,model
19.34,487666.85,07374000,model
19.35,487880.34,07374000,model
19.36,488093.83,07374000,model
19.37,488307.32,07374000,model
